State,Month,Date,Month_Number,Domestic Tourists,Foreign Tourists,Total Tourists,Tourism Revenue (INR Crore),Revenue_Per_Tourist_INR,Domestic_Spend_Per_Person_Crore,Foreign_Spend_Per_Person_Crore,Est_Domestic_Revenue_Crore,Est_Foreign_Revenue_Crore,Domestic_Revenue_Percent,Foreign_Revenue_Percent,Annual_Avg_Revenue,Seasonality_Index,Seasonality_Ratio,Purpose of Visit,Growth % (Approx.)
Andaman & Nicobar Islands,November,2025-11-01,11,4950452,173983,5124435,41.5,80.98453780758268,7.3498366388116715e-06,2.9399346555246686e-05,36.38501348827852,5.114986511721484,87.67473129705667,12.325268702943335,38.975,6.4785118665811385,1.0647851186658113,Adventure,4.11
Andaman & Nicobar Islands,December,2025-12-01,12,1257156,39975,1297131,20.04,154.49480430272655,1.4141995799742565e-05,5.656798319897026e-05,17.778694871621163,2.261305128378836,88.7160422735587,11.2839577264413,38.975,-48.58242463117383,0.5141757536882616,Leisure,-4.34
Andhra Pradesh,January,2025-01-01,1,4860784,66573,4927357,48.18,97.78061544962137,9.397169068685543e-06,3.758867627474217e-05,45.67760905436159,2.502390945638411,94.80616242084182,5.1938375791581795,45.065,6.912237878619775,1.0691223787861979,Adventure,3.84
Andhra Pradesh,February,2025-02-01,2,251348,143187,394535,2.26,57.282623848327766,2.742398943812371e-06,1.0969595775249484e-05,0.6892964897293519,1.570703510270648,30.49984467828991,69.50015532171008,45.065,-94.9850216354155,0.05014978364584489,Medical,0.84
Andhra Pradesh,March,2025-03-01,3,1377738,17655,1395393,15.15,108.57156371000858,1.0460121047420597e-05,4.1840484189682386e-05,14.411306251631158,0.7386937483688425,95.12413367413306,4.875866325866947,45.065,-66.38189282148008,0.3361810717851992,Leisure,-4.33
Andhra Pradesh,April,2025-04-01,4,3141951,51026,3192977,38.34,120.07602936068756,1.14582695143983e-05,4.58330780575932e-05,36.001321359033255,2.3386786409667506,93.90016003921036,6.099839960789646,45.065,-14.922889160102063,0.8507711083989794,Business,12.4
Andhra Pradesh,May,2025-05-01,5,2712725,34575,2747300,52.79,192.15229498052634,1.8516147701265335e-05,7.406459080506134e-05,50.22921677291501,2.560783227084996,95.14911303829325,4.850886961706755,45.065,17.14190613558194,1.1714190613558193,Medical,1.05
Andhra Pradesh,June,2025-06-01,6,4873826,141577,5015403,115.93,231.1479257000883,2.131013684589387e-05,8.524054738357548e-05,103.86189902307554,12.068100976924466,89.59018288887737,10.409817111122631,45.065,157.25063796738047,2.5725063796738046,Business,-1.64
Andhra Pradesh,July,2025-07-01,7,3834833,51886,3886719,33.24,85.5220045493384,8.222884703727536e-06,3.289153881491014e-05,31.53338961704958,1.7066103829504278,94.86579307174962,5.134206928250384,45.065,-26.239875735049367,0.7376012426495063,Business,-3.46
Andhra Pradesh,August,2025-08-01,8,4464576,92913,4557489,99.84,219.0679999447064,2.0644187991136896e-05,8.257675196454759e-05,92.167546244718,7.67245375528201,92.31525064575119,7.684749354248808,45.065,121.54665483190948,2.2154665483190947,Adventure,4.71
Andhra Pradesh,September,2025-09-01,9,1428113,28028,1456141,23.07,158.43245949396385,1.497833108799039e-05,5.991332435196156e-05,21.39074934506322,1.6792506549367787,92.72106348098491,7.27893651901508,45.065,-48.807278375679566,0.5119272162432043,Business,7.71
Andhra Pradesh,October,2025-10-01,10,252909,116253,369162,6.22,168.48971454266692,8.663905917224876e-06,3.46556236688995e-05,2.191179781619426,4.028820218380574,35.22797076558563,64.77202923441438,45.065,-86.19771441251525,0.13802285587484744,Business,3.54
Andhra Pradesh,November,2025-11-01,11,3807603,178313,3985916,81.7,204.97170537462407,1.8071802789516585e-05,7.228721115806634e-05,68.81025051677172,12.889749483228284,84.22307284794579,15.776927152054201,45.065,81.29368689670477,1.8129368689670478,Business,7.81
Andhra Pradesh,December,2025-12-01,12,2031850,9106,2040956,24.06,117.88593188682167,1.163288809896561e-05,4.653155239586244e-05,23.636283683883278,0.4237163161167234,98.23891805437772,1.7610819456222917,45.065,-46.610451569954506,0.5338954843004549,Medical,12.85
Arunachal Pradesh,January,2025-01-01,1,4952209,141398,5093607,67.77,133.04913394378482,1.2282066714620551e-05,4.9128266858482206e-05,60.823361322744326,6.946638677255667,89.74968470229354,10.250315297706457,39.034166666666664,73.61713029183835,1.7361713029183834,Leisure,12.38
Arunachal Pradesh,February,2025-02-01,2,803036,157791,960827,21.45,223.24518357623174,1.4956073072095941e-05,5.9824292288383765e-05,12.010265095523636,9.439734904476362,55.99191186724306,44.00808813275693,39.034166666666664,-45.04814158536325,0.5495185841463676,Adventure,4.32
Arunachal Pradesh,March,2025-03-01,3,708912,39871,748783,14.74,196.85275974481257,1.697382300240904e-05,6.789529200963616e-05,12.032946812283797,2.707053187716203,81.63464594493756,18.365354055062436,39.034166666666664,-62.238210115070125,0.37761789884929875,Leisure,4.33
Arunachal Pradesh,April,2025-04-01,4,250071,173937,424008,10.19,240.325654232939,1.0773731549059597e-05,4.309492619623839e-05,2.6941978222048824,7.495802177795117,26.439625340577845,73.56037465942215,39.034166666666664,-73.89466493029612,0.26105335069703894,Business,11.42
Arunachal Pradesh,May,2025-05-01,5,4875217,87358,4962575,101.88,205.29664539074977,1.9499874537026314e-05,7.799949814810525e-05,95.06611984077782,6.813880159222179,93.31185693048471,6.6881430695152915,39.034166666666664,161.00211353301594,2.6100211353301597,Business,-0.72
Arunachal Pradesh,June,2025-06-01,6,2944227,8361,2952588,48.67,164.8384400397211,1.6344989087108685e-05,6.537995634843474e-05,48.12335818497074,0.5466418150292629,98.87684032252052,1.1231596774794799,39.034166666666664,24.68563864990074,1.2468563864990074,Religious,8.36
Arunachal Pradesh,July,2025-07-01,7,4522313,145775,4668088,40.16,86.03094029075714,7.866160876700866e-06,3.146464350680346e-05,35.573241592795725,4.586758407204274,88.57878882668258,11.421211173317419,39.034166666666664,2.884225358126426,1.0288422535812642,Medical,-3.85
Arunachal Pradesh,August,2025-08-01,8,160401,22967,183368,4.12,224.6847868766633,1.6331772829796764e-05,6.532709131918705e-05,2.6196326936722305,1.5003673063277692,63.58331780757841,36.416682192421575,39.034166666666664,-89.44514421126792,0.10554855788732094,Religious,-0.99
Arunachal Pradesh,September,2025-09-01,9,2311493,16153,2327646,52.63,226.1082656039621,2.214969456316114e-05,8.859877825264456e-05,51.19886393488503,1.4311360651149676,97.28075989907853,2.719240100921466,39.034166666666664,34.830597126449064,1.3483059712644907,Business,0.63
Arunachal Pradesh,October,2025-10-01,10,2811016,48105,2859121,45.91,160.57382671107658,1.5285825967325423e-05,6.114330386930169e-05,42.96870136736724,2.941298632632758,93.5933377638145,6.40666223618549,39.034166666666664,17.614910014730683,1.1761491001473068,Religious,4.87
Arunachal Pradesh,November,2025-11-01,11,1463352,41394,1504746,31.83,211.5307168120068,1.9540458510136728e-05,7.816183404054691e-05,28.594569041725602,3.235430958274399,89.83527817067421,10.16472182932579,39.034166666666664,-18.45605345744113,0.8154394654255888,Medical,0.95
Arunachal Pradesh,December,2025-12-01,12,1367940,82953,1450893,29.06,200.29044181755648,1.709661174100692e-05,6.838644696402768e-05,23.387139064993008,5.672860935006988,80.47879926012736,19.521200739872636,39.034166666666664,-25.55240067462266,0.7444759932537734,Medical,-4.41
Assam,January,2025-01-01,1,3593091,197765,3790856,68.05,179.51090729903748,1.5521819389888713e-05,6.208727755955485e-05,55.77130955343463,12.278690446565365,81.9563696597129,18.04363034028709,47.115,44.4338321129152,1.444338321129152,Business,10.17
Assam,February,2025-02-01,2,1124962,187390,1312352,14.99,114.22240374533662,7.996705293402799e-06,3.1986821173611194e-05,8.995989580277,5.9940104197230015,60.01327271699133,39.98672728300868,47.115,-68.18423007534756,0.31815769924652443,Religious,11.09
Assam,March,2025-03-01,3,3700563,70542,3771105,28.27,74.96476496941878,7.098144464188015e-06,2.839257785675206e-05,26.267130772828995,2.002869227171004,92.91521320420586,7.084786795794142,47.115,-39.99787753369415,0.6000212246630584,Medical,0.4
Assam,April,2025-04-01,4,1225330,83237,1308567,31.87,243.5488591719033,2.0452063110690136e-05,8.180825244276054e-05,25.060526491421943,6.809473508578059,78.6335942623845,21.366405737615498,47.115,-32.35699883264353,0.6764300116735646,Leisure,11.06
Assam,May,2025-05-01,5,2137579,136025,2273604,39.19,172.36950673908032,1.4613978779712262e-05,5.845591511884905e-05,31.238534145958557,7.951465854041442,79.71047243163704,20.289527568362956,47.115,-16.82054547384061,0.8317945452615939,Business,4.09
Assam,June,2025-06-01,6,4126986,149111,4276097,100.3,234.5596931033136,2.1234568946718802e-05,8.493827578687521e-05,87.63476875914324,12.66523124085675,87.37265080672307,12.627349193276919,47.115,112.88337047649367,2.128833704764937,Adventure,14.26
Assam,July,2025-07-01,7,1671675,71593,1743268,21.34,122.41376541071138,1.0898614793209764e-05,4.359445917283906e-05,18.218941884438934,3.1210581155610666,85.37461051752078,14.625389482479227,47.115,-54.7065690332166,0.452934309667834,Medical,6.33
Assam,August,2025-08-01,8,2024102,183562,2207664,36.96,167.41678081447176,1.3399314807765512e-05,5.359725923106205e-05,27.121579901027786,9.838420098972211,73.3808980006163,26.619101999383687,47.115,-21.553645335880294,0.7844635466411971,Adventure,-4.83
Assam,September,2025-09-01,9,3157371,194452,3351823,26.22,78.22608771405889,6.662975178511575e-06,2.66519007140463e-05,21.03748460235227,5.182515397647731,80.234495050924,19.765504949076014,47.115,-44.348933460681316,0.5565106653931868,Business,12.66
Assam,October,2025-10-01,10,4678222,71157,4749379,118.68,249.88530079406172,2.3913678632237526e-05,9.56547145289501e-05,111.8734974782635,6.806502521736502,94.26482766958502,5.735172330414983,47.115,151.89430117796877,2.518943011779688,Leisure,3.55
Assam,November,2025-11-01,11,757098,5877,762975,14.58,191.094072544972,1.867779648119538e-05,7.471118592478152e-05,14.14092236032006,0.439077639679941,96.98849355500727,3.0115064449927367,47.115,-69.054441260745,0.30945558739255014,Medical,10.97
Assam,December,2025-12-01,12,4195416,63496,4258912,64.93,152.4567776934579,1.4592978828606105e-05,5.837191531442442e-05,61.22361686519531,3.706383134804693,94.29172472692947,5.708275273070526,47.115,37.81173723867134,1.3781173723867135,Adventure,-3.93
Bihar,January,2025-01-01,1,4679021,79019,4758040,83.0,174.44157678371766,1.661629393783544e-05,6.646517575134177e-05,77.74798827730473,5.252011722695275,93.67227503289726,6.327724967102741,46.708333333333336,77.69848349687778,1.7769848349687778,Religious,-4.07
Bihar,February,2025-02-01,2,737689,65898,803587,11.74,146.09494678236456,1.17249803002354e-05,4.68999212009416e-05,8.649388992700352,3.0906110072996493,73.67452293611885,26.32547706388117,46.708333333333336,-74.86529884032113,0.25134701159678857,Adventure,2.4
Bihar,March,2025-03-01,3,4633304,68559,4701863,54.06,114.975702184432,1.1015702368192619e-05,4.4062809472770476e-05,51.03909784535634,3.020902154643671,94.41194569988224,5.588054300117778,46.708333333333336,15.73951828724353,1.1573951828724354,Adventure,4.86
Bihar,April,2025-04-01,4,1294143,184334,1478477,18.98,128.3753484159713,9.34294669056387e-06,3.737178676225548e-05,12.0911090589664,6.888890941033602,63.70447344028661,36.295526559713394,46.708333333333336,-59.36485280999108,0.4063514719000892,Leisure,13.59
Bihar,May,2025-05-01,5,932833,187830,1120663,21.3,190.06605910965206,1.2647306984579192e-05,5.058922793831677e-05,11.79782531634596,9.502174683654038,55.38885125045052,44.61114874954947,46.708333333333336,-54.3978590544157,0.45602140945584296,Business,4.32
Bihar,June,2025-06-01,6,3124770,112211,3236981,63.84,197.2208054356822,1.7864268496821426e-05,7.14570739872857e-05,55.82173027081269,8.018269729187317,87.4400536823507,12.559946317649306,46.708333333333336,36.67796610169491,1.3667796610169491,Business,11.23
Bihar,July,2025-07-01,7,3418432,96341,3514773,69.24,196.99707491778275,1.8202868923570032e-05,7.281147569428013e-05,62.225269620137354,7.014730379862642,89.8689624785346,10.1310375214654,46.708333333333336,48.23907225691345,1.4823907225691346,Business,13.32
Bihar,August,2025-08-01,8,4671081,89013,4760094,101.55,213.33612319420584,2.0200380614557043e-05,8.080152245822817e-05,94.35761408142572,7.1923859185742645,92.91739446718437,7.082605532815622,46.708333333333336,117.4130240856378,2.174130240856378,Medical,3.34
Bihar,September,2025-09-01,9,2934182,114309,3048491,66.98,219.71526240359574,1.974985094730287e-05,7.899940378921148e-05,57.94965715225903,9.030342847740975,86.51785182481191,13.482148175188078,46.708333333333336,43.400535236396074,1.4340053523639609,Business,14.47
Bihar,October,2025-10-01,10,4586102,94676,4680778,44.96,96.05240838168356,9.055741553647817e-06,3.6222966214591266e-05,41.53055445066736,3.429445549332643,92.37222965006086,7.627770349939151,46.708333333333336,-3.743086529884035,0.9625691347011597,Religious,-0.11
Bihar,November,2025-11-01,11,1362558,77541,1440099,14.74,102.35407426850516,8.81198429864616e-06,3.524793719458464e-05,12.006839701994714,2.7331602980052874,81.45752850742683,18.542471492573185,46.708333333333336,-68.44246208742194,0.31557537912578054,Religious,-2.54
Bihar,December,2025-12-01,12,779058,26654,805712,10.11,125.47907937327481,1.1415035329026254e-05,4.566014131610502e-05,8.892974593360536,1.2170254066394632,87.96216214995586,12.037837850044147,46.708333333333336,-78.3550401427297,0.21644959857270293,Religious,-4.24
Chandigarh,January,2025-01-01,1,3753468,174532,3928000,96.12,244.70468431771894,2.1592255901029655e-05,8.636902360411862e-05,81.04584157232597,15.07415842767403,84.31735494415935,15.682645055840647,47.32,103.12764158918006,2.0312764158918006,Religious,-3.63
Chandigarh,February,2025-02-01,2,1564507,185991,1750498,29.61,169.15186421235558,1.2826671853360947e-05,5.130668741344379e-05,20.067417901286174,9.542582098713824,67.77243465479964,32.227565345200354,47.32,-37.426035502958584,0.6257396449704142,Business,-4.62
Chandigarh,March,2025-03-01,3,4066454,52591,4119045,67.58,164.0671563432786,1.5801467352597187e-05,6.320586941038875e-05,64.25594012183824,3.3240598781617545,95.08129642177899,4.918703578221004,47.32,42.814877430262044,1.4281487743026204,Medical,6.79
Chandigarh,April,2025-04-01,4,4463830,83077,4546907,67.54,148.54053535733195,1.4082163607469178e-05,5.632865442987671e-05,62.86038437592914,4.679615624070868,93.07134198390455,6.928658016095452,47.32,42.73034657650043,1.4273034657650043,Adventure,14.55
Chandigarh,May,2025-05-01,5,907686,103291,1010977,13.06,129.18196952057266,9.88757239656282e-06,3.955028958625128e-05,8.97481103834652,4.085188961653481,68.7198394972934,31.28016050270659,47.32,-72.40067624683009,0.2759932375316991,Business,4.42
Chandigarh,June,2025-06-01,6,4159261,174239,4333500,41.47,95.69631937233183,8.539568969014358e-06,3.415827587605743e-05,35.518296169631626,5.951703830368371,85.64817017031982,14.35182982968018,47.32,-12.362637362637367,0.8763736263736264,Religious,5.49
Chandigarh,July,2025-07-01,7,1275439,131079,1406518,24.15,171.7006110124435,1.3418493072668223e-05,5.367397229067289e-05,17.114469386110887,7.0355306138891125,70.86736805843017,29.132631941569826,47.32,-48.964497041420124,0.5103550295857988,Leisure,0.58
Chandigarh,August,2025-08-01,8,360369,82373,442742,9.59,216.60470431989737,1.3901351141751744e-05,5.560540456700698e-05,5.009616009601935,4.580383990398066,52.23791459438931,47.7620854056107,47.32,-79.7337278106509,0.20266272189349113,Adventure,1.35
Chandigarh,September,2025-09-01,9,4010638,146906,4157544,68.17,163.9669958995022,1.4825166552058147e-05,5.930066620823259e-05,59.45837633001338,8.711623669986617,87.22073687841187,12.779263121588114,47.32,44.061707523245985,1.4406170752324599,Business,-1.37
Chandigarh,October,2025-10-01,10,4656927,80076,4737003,106.0,223.77017705076395,2.1296982197531116e-05,8.518792879012446e-05,99.17849141420199,6.821508585798006,93.56461454169998,6.435385458300005,47.32,124.00676246830093,2.240067624683009,Leisure,3.07
Chandigarh,November,2025-11-01,11,1179593,113642,1293235,25.56,197.6438930279493,1.5641053727264325e-05,6.25642149090573e-05,18.450077489304906,7.10992251069509,72.18340175784392,27.816598242156065,47.32,-45.98478444632291,0.5401521555367709,Business,13.85
Chandigarh,December,2025-12-01,12,3653916,37750,3691666,18.99,51.44018987633225,4.990911757316061e-06,1.9963647029264245e-05,18.236372324645274,0.7536276753547252,96.03144984015415,3.9685501598458415,47.32,-59.86897717666949,0.40131022823330514,Leisure,-3.99
Chhattisgarh,January,2025-01-01,1,3790213,113374,3903587,32.73,83.84596013871342,7.712592922841787e-06,3.085037169136715e-05,29.23236995986294,3.497630040137059,89.31368762561242,10.686312374387594,34.0,-3.7352941176470678,0.9626470588235293,Adventure,3.44
Chhattisgarh,February,2025-02-01,2,1669814,54563,1724377,11.69,67.7925998781009,6.191520847258517e-06,2.4766083389034067e-05,10.338688192044133,1.351311807955866,88.4404464674434,11.559553532556595,34.0,-65.61764705882354,0.3438235294117647,Business,-2.32
Chhattisgarh,March,2025-03-01,3,2202360,134305,2336665,27.39,117.21834323704938,9.997882887157886e-06,3.9991531548631544e-05,22.018937355361043,5.371062644638959,80.39042480964235,19.609575190357646,34.0,-19.441176470588236,0.8055882352941177,Leisure,13.56
Chhattisgarh,April,2025-04-01,4,922917,132463,1055380,20.62,195.3798631772442,1.4193584802539152e-05,5.677433921015661e-05,13.099500705205028,7.520499294794975,63.52813145104281,36.4718685489572,34.0,-39.35294117647059,0.6064705882352941,Medical,8.77
Chhattisgarh,May,2025-05-01,5,2634151,183852,2818003,41.51,147.30289499336942,1.2319119504955988e-05,4.9276478019823954e-05,32.45042096309932,9.059579036900674,78.17494811635586,21.82505188364412,34.0,22.08823529411764,1.2208823529411763,Medical,14.89
Chhattisgarh,June,2025-06-01,6,2265770,94052,2359822,25.99,110.13542546853108,9.837326427396443e-06,3.934930570958577e-05,22.28911909940204,3.700880900597961,85.76036590766465,14.239634092335363,34.0,-23.558823529411768,0.7644117647058823,Adventure,10.2
Chhattisgarh,July,2025-07-01,7,4487952,145546,4633498,109.52,236.36570038446115,2.1600998474202664e-05,8.640399389681066e-05,96.9442443042948,12.575755695705205,88.51738888266509,11.48261111733492,34.0,222.11764705882354,3.2211764705882353,Adventure,3.64
Chhattisgarh,August,2025-08-01,8,2949565,118343,3067908,20.63,67.24451971832272,6.0269879346304065e-06,2.4107951738521626e-05,17.776992667408134,2.853007332591865,86.17058975961287,13.82941024038713,34.0,-39.32352941176471,0.6067647058823529,Religious,10.09
Chhattisgarh,September,2025-09-01,9,2207570,97266,2304836,27.29,118.40321827670168,1.0509759943064752e-05,4.203903977225901e-05,23.201030757511454,4.088969242488544,85.01660226277558,14.983397737224422,34.0,-19.73529411764706,0.8026470588235294,Leisure,10.52
Chhattisgarh,October,2025-10-01,10,2392705,105884,2498589,15.75,63.03557727981673,5.592561147998342e-06,2.2370244591993368e-05,13.381349021621373,2.368650978378626,84.96094616902458,15.039053830975401,34.0,-53.67647058823529,0.4632352941176471,Religious,0.22
Chhattisgarh,November,2025-11-01,11,4634597,9691,4644288,57.67,124.17403916380724,1.2340155190236749e-05,4.9360620760946994e-05,57.19164622420566,0.4783537757943373,99.17053272794462,0.8294672720553793,34.0,69.61764705882354,1.6961764705882354,Adventure,5.71
Chhattisgarh,December,2025-12-01,12,1954299,16539,1970838,17.21,87.32326046077861,8.51788334805774e-06,3.407153339223096e-05,16.646490909225893,0.5635090907741078,96.72568802571698,3.27431197428302,34.0,-49.382352941176464,0.5061764705882353,Adventure,-0.03
Daman & Diu,January,2025-01-01,1,2585113,121844,2706957,32.42,119.76547835817118,1.0551705799434921e-05,4.2206823197739686e-05,27.27735183429461,5.142648165705395,84.13742083372797,15.862579166272036,37.48083333333333,-13.502456811259075,0.8649754318874092,Medical,11.03
Daman & Diu,February,2025-02-01,2,4823773,121263,4945036,27.19,54.98443287369394,5.121660631118939e-06,2.0486642524475757e-05,24.7057282675545,2.4842717324455035,90.86328895753769,9.136711042462315,37.48083333333333,-27.456255419436594,0.7254374458056341,Business,-4.21
Daman & Diu,March,2025-03-01,3,3491891,111057,3602948,76.62,212.65918908627046,1.9465874888437065e-05,7.786349955374826e-05,67.97271333005939,8.64728666994062,88.7140607283469,11.285939271653119,37.48083333333333,104.4244836249639,2.044244836249639,Adventure,0.87
Daman & Diu,April,2025-04-01,4,901991,37619,939610,11.57,123.13619480422729,1.099321878975778e-05,4.397287515903112e-05,9.91578440939241,1.6542155906075917,85.7025445928471,14.29745540715291,37.48083333333333,-69.13088912110635,0.30869110878893663,Medical,-3.01
Daman & Diu,May,2025-05-01,5,3394939,180280,3575219,30.29,84.72208275912608,7.358981005860217e-06,2.9435924023440867e-05,24.98329161705408,5.30670838294592,82.48032887769587,17.519671122304125,37.48083333333333,-19.185361406941322,0.8081463859305869,Medical,8.75
Daman & Diu,June,2025-06-01,6,3625433,193461,3818894,26.66,69.810788149658,6.06008669151772e-06,2.424034676607088e-05,21.97043827428916,4.689561725710838,82.40974596507562,17.590254034924374,37.48083333333333,-28.870311492540623,0.7112968850745938,Religious,13.02
Daman & Diu,July,2025-07-01,7,1506117,118791,1624908,34.55,212.6274225986948,1.7438212954144314e-05,6.975285181657725e-05,26.263988979856972,8.286011020143029,76.01733423981759,23.98266576018243,37.48083333333333,-7.819552215576849,0.9218044778442315,Business,11.83
Daman & Diu,August,2025-08-01,8,2677221,57757,2734978,33.51,122.52383748607849,1.1522397153751278e-05,4.608958861500511e-05,30.84800363036315,2.6619963696368503,92.05611348959461,7.943886510405402,37.48083333333333,-10.59430375525268,0.8940569624474732,Religious,9.88
Daman & Diu,September,2025-09-01,9,3454925,104057,3558982,26.04,73.16698988643381,6.726678072398585e-06,2.690671228959434e-05,23.240168239281683,2.7998317607183183,89.2479579081478,10.752042091852221,37.48083333333333,-30.52449029503968,0.6947550970496031,Medical,6.99
Daman & Diu,October,2025-10-01,10,1898964,106786,2005750,48.23,240.45868129128752,2.0734204946631882e-05,8.293681978652753e-05,39.37350876227587,8.856491237724128,81.63696612539056,18.36303387460943,37.48083333333333,28.67910265246682,1.2867910265246683,Adventure,12.88
Daman & Diu,November,2025-11-01,11,3104142,123956,3228098,33.78,104.64366323451146,9.383421954540683e-06,3.753368781816273e-05,29.127474192811825,4.652525807188179,86.22698103259864,13.77301896740136,37.48083333333333,-9.8739355670676,0.901260644329324,Business,-0.36
Daman & Diu,December,2025-12-01,12,3347331,156396,3503727,68.91,196.67628214184495,1.734494697218541e-05,6.937978788874164e-05,58.059278693352354,10.850721306647637,84.25377839697047,15.746221603029515,37.48083333333333,83.85396980679015,1.8385396980679014,Religious,-4.2
Delhi,January,2025-01-01,1,3035642,71873,3107515,69.84,224.7454959992148,2.1016305692156863e-05,8.406522276862745e-05,63.79798024395045,6.042019756049561,91.34876896327383,8.651231036726175,50.538333333333334,38.192131385417014,1.3819213138541702,Religious,-4.47
Delhi,February,2025-02-01,2,2561175,147583,2708758,47.07,173.76967599172758,1.4935711708715862e-05,5.974284683486345e-05,38.252971435570345,8.817028564429652,81.26826308810355,18.731736911896434,50.538333333333334,-6.862777429673845,0.9313722257032615,Leisure,8.05
Delhi,March,2025-03-01,3,2791919,14374,2806293,32.09,114.35014091543543,1.126196078844254e-05,4.504784315377016e-05,31.44248230250771,0.6475176974922923,97.98218230759646,2.0178176924035283,50.538333333333334,-36.503644098539056,0.6349635590146094,Leisure,13.59
Delhi,April,2025-04-01,4,4663163,77883,4741046,31.69,66.8417897653809,6.370239783544519e-06,2.5480959134178076e-05,29.70546645975281,1.984533540247191,93.73766632929255,6.2623336707074495,50.538333333333334,-37.2951225142631,0.627048774857369,Adventure,13.29
Delhi,May,2025-05-01,5,984201,139369,1123570,9.72,86.50996377617771,6.304822605513348e-06,2.521929042205339e-05,6.205212713168843,3.514787286831159,63.83963696675764,36.16036303324237,50.538333333333334,-80.76707449790588,0.1923292550209412,Medical,6.98
Delhi,June,2025-06-01,6,4342936,35407,4378343,73.05,166.84394073282974,1.628920893982113e-05,6.515683575928452e-05,70.74299191627101,2.307008083728987,96.84187805102124,3.158121948978764,50.538333333333334,44.54374567160241,1.445437456716024,Leisure,12.59
Delhi,July,2025-07-01,7,3584152,37412,3621564,49.11,135.6043963326342,1.3152820183191387e-05,5.261128073276555e-05,47.14170676522578,1.9682932347742246,95.99207241951899,4.007927580481011,50.538333333333334,-2.8262375094812544,0.9717376249051874,Religious,4.06
Delhi,August,2025-08-01,8,3369751,42942,3412693,20.43,59.86474611106244,5.768711109554967e-06,2.307484443821987e-05,19.43912003013396,0.9908799698660377,95.14987777843348,4.850122221566509,50.538333333333334,-59.57523991689476,0.4042476008310523,Adventure,1.26
Delhi,September,2025-09-01,9,4118306,170899,4289205,48.87,113.93719815210511,1.0177217277653729e-05,4.0708869110614915e-05,41.912894977865015,6.957105022134979,85.76405765881935,14.23594234118064,50.538333333333334,-3.301124558915681,0.9669887544108432,Adventure,0.57
